year,sex,age,value
2036,both,53,4341813
2036,both,54,4313473
2036,both,55,4234246
2036,both,56,4194570
2036,both,57,4007794
2036,both,58,3898514
2036,both,59,3828697
2036,both,60,3679940
2036,both,61,3698974
2036,both,62,3608363
2036,both,63,3629938
2036,both,64,3774140
2036,both,65,3963278
2036,both,66,3871334
2036,both,67,3696303
2036,both,68,3582194
2036,both,69,3556318
2036,both,70,3563566
2036,both,71,3651257
2036,both,72,3683526
2036,both,73,3628783
2036,both,74,3580837
2036,both,75,3507909
2036,both,76,3376451
2036,both,77,3239274
2036,both,78,3132563
2036,both,79,2991312
2036,both,80,2770616
2036,both,81,2610944
2036,both,82,2419034
2036,both,83,2214267
2036,both,84,2024208
2036,both,85,1818599
2036,both,86,1625733
2036,both,87,1471150
2036,both,88,1326132
2036,both,89,1273491
2036,both,90,819990
2036,both,91,703814
2036,both,92,604981
2036,both,93,532921
2036,both,94,393786
2036,both,95,300717
2036,both,96,230834
2036,both,97,176697
2036,both,98,133988
2036,both,99,95354
2036,both,100,162196
2037,both,40,4625023
2037,both,41,4600286
2037,both,42,4634976
2037,both,43,4686035
2037,both,44,4720635
2037,both,45,4787832
2037,both,46,4821999
2037,both,47,4804709
2037,both,48,4645289
2037,both,49,4535478
2037,both,50,4456028
2037,both,51,4434208
2037,both,52,4404403
2037,both,53,4289660
2037,both,54,4326043
2037,both,55,4296665
2037,both,56,4216583
2037,both,57,4175431
2037,both,58,3988136
2037,both,59,3877775
2037,both,60,3806378
2037,both,61,3656508
2037,both,62,3672710
2037,both,63,3579993
2037,both,64,3598310
2037,both,65,3737839
2037,both,66,3921588
2037,both,67,3827340
2037,both,68,3651206
2037,both,69,3534828
2037,both,70,3505160
2037,both,71,3507326
2037,both,72,3587946
2037,both,73,3613335
2037,both,74,3552827
2037,both,75,3498343
2037,both,76,3418812
2037,both,77,3281590
2037,both,78,3138415
2037,both,79,3024150
2037,both,80,2875433
2037,both,81,2650163
2037,both,82,2483607
2037,both,83,2286857
2037,both,84,2079097
2037,both,85,1886649
2037,both,86,1682060
2037,both,87,1490991
2037,both,88,1336650
2037,both,89,1192497
2037,both,90,1132091
2037,both,91,720187
2037,both,92,609861
2037,both,93,516547
2037,both,94,447799
2037,both,95,325197
2037,both,96,243750
2037,both,97,183383
2037,both,98,137380
2037,both,99,101817
2037,both,100,166806
2038,both,40,4705350
2038,both,41,4628383
2038,both,42,4602619
2038,both,43,4636384
2038,both,44,4686478
2038,both,45,4719666
2038,both,46,4784666
2038,both,47,4816271
2038,both,48,4796377
2038,both,49,4635132
2038,both,50,4523758
2038,both,51,4443151
2038,both,52,4420299
2038,both,53,4389686
2038,both,54,4274606
2038,both,55,4309618
2038,both,56,4279055
2038,both,57,4197805
2038,both,58,4155052
2038,both,59,3967214
2038,both,60,3855551
2038,both,61,3782411
2038,both,62,3631069
2038,both,63,3644189
2038,both,64,3549337
2038,both,65,3564328
2038,both,66,3699169
2038,both,67,3877467
2038,both,68,3780948
2038,both,69,3603445
2038,both,70,3484452
2038,both,71,3450495
2038,both,72,3447140
2038,both,73,3520210
2038,both,74,3538340
2038,both,75,3471715
2038,both,76,3410225
2038,both,77,3323532
2038,both,78,3180152
2038,both,79,3030557
2038,both,80,2907748
2038,both,81,2751087
2038,both,82,2521681
2038,both,83,2348683
2038,both,84,2148039
2038,both,85,1938625
2038,both,86,1745715
2038,both,87,1543426
2038,both,88,1355419
2038,both,89,1202700
2038,both,90,1060921
2038,both,91,994667
2038,both,92,624486
2038,both,93,521122
2038,both,94,434408
2038,both,95,370113
2038,both,96,263821
2038,both,97,193828
2038,both,98,142728
2038,both,99,104505
2038,both,100,174360
2039,both,40,4821594
2039,both,41,4708802
2039,both,42,4630915
2039,both,43,4604406
2039,both,44,4637292
2039,both,45,4685933
2039,both,46,4717055
2039,both,47,4779389
2039,both,48,4808268
2039,both,49,4785982
2039,both,50,4623370
2039,both,51,4510948
2039,both,52,4429607
2039,both,53,4405923
2039,both,54,4374548
2039,both,55,4258894
2039,both,56,4292386
2039,both,57,4260329
2039,both,58,4177798
2039,both,59,4133373
2039,both,60,3944786
2039,both,61,3831667
2039,both,62,3756385
2039,both,63,3603393
2039,both,64,3613343
2039,both,65,3516347
2039,both,66,3528057
2039,both,67,3658193
2039,both,68,3830926
2039,both,69,3731821
2039,both,70,3552617
2039,both,71,3430607
2039,both,72,3391943
2039,both,73,3382702
2039,both,74,3447798
2039,both,75,3458213
2039,both,76,3385036
2039,both,77,3315947
2039,both,78,3221578
2039,both,79,3071618
2039,both,80,2914670
2039,both,81,2782756
2039,both,82,2618410
2039,both,83,2385479
2039,both,84,2206912
2039,both,85,2003709
2039,both,86,1794627
2039,both,87,1602545
2039,both,88,1403848
2039,both,89,1220311
2039,both,90,1070715
2039,both,91,932907
2039,both,92,862855
2039,both,93,534016
2039,both,94,438623
2039,both,95,359367
2039,both,96,300528
2039,both,97,209982
2039,both,98,151017
2039,both,99,108700
2039,both,100,181199
2040,both,40,5023996
2040,both,41,4825045
2040,both,42,4711412
2040,both,43,4632898
2040,both,44,4605682
2040,both,45,4637209
2040,both,46,4683742
2040,both,47,4712339
2040,both,48,4771847
2040,both,49,4798207
2040,both,50,4773967
2040,both,51,4610507
2040,both,52,4497469
2040,both,53,4415592
2040,both,54,4391126
2040,both,55,4358734
2040,both,56,4242386
2040,both,57,4274038
2040,both,58,4240363
2040,both,59,4156496
2040,both,60,4110144
2040,both,61,3920674
2040,both,62,3805715
2040,both,63,3728073
2040,both,64,3573416
2040,both,65,3580132
2040,both,66,3481093
2040,both,67,3489579
2040,both,68,3614932
2040,both,69,3781624
2040,both,70,3679552
2040,both,71,3498261
2040,both,72,3372910
2040,both,73,3329201
2040,both,74,3313767
2040,both,75,3370393
2040,both,76,3372546
2040,both,77,3292240
2040,both,78,3215002
2040,both,79,3112426
2040,both,80,2954920
2040,both,81,2790164
2040,both,82,2649346
2040,both,83,2477729
2040,both,84,2242301
2040,both,85,2059423
2040,both,86,1855679
2040,both,87,1648254
2040,both,88,1458320
2040,both,89,1264648
2040,both,90,1087082
2040,both,91,942195
2040,both,92,809981
2040,both,93,738210
2040,both,94,449836
2040,both,95,363174
2040,both,96,292080
2040,both,97,239429
2040,both,98,163764
2040,both,99,115131
2040,both,100,188576
2041,both,40,5110700
2041,both,41,5027231
2041,both,42,4827638
2041,both,43,4713450
2041,both,44,4634346
2041,both,45,4605947
2041,both,46,4635471
2041,both,47,4679442
2041,both,48,4705363
2041,both,49,4762251
2041,both,50,4786514
2041,both,51,4760824
2041,both,52,4596954
2041,both,53,4483515
2041,both,54,4401142
2041,both,55,4375642
2041,both,56,4342094
2041,both,57,4224769
2041,both,58,4254453
2041,both,59,4219089
2041,both,60,4133653
2041,both,61,4085170
2041,both,62,3894458
2041,both,63,3777443
2041,both,64,3697387
2041,both,65,3541085
2041,both,66,3544613
2041,both,67,3443651
2041,both,68,3448920
2041,both,69,3569068
2041,both,70,3729140
2041,both,71,3623649
2041,both,72,3439977
2041,both,73,3311050
2041,both,74,3262029
2041,both,75,3240036
2041,both,76,3287593
2041,both,77,3280788
2041,both,78,3192823
2041,both,79,3106872
2041,both,80,2994958
2041,both,81,2829457
2041,both,82,2657217
2041,both,83,2507817
2041,both,84,2329789
2041,both,85,2093266
2041,both,86,1908078
2041,both,87,1705117
2041,both,88,1500704
2041,both,89,1314394
2041,both,90,1127288
2041,both,91,957241
2041,both,92,818673
2041,both,93,693616
2041,both,94,622181
2041,both,95,372770
2041,both,96,295445
2041,both,97,232924
2041,both,98,186926
2041,both,99,124979
2041,both,100,197898
2042,both,40,4865013
2042,both,41,5114026
2042,both,42,5029590
2042,both,43,4829658
2042,both,44,4714944
2042,both,45,4634775
2042,both,46,4604560
2042,both,47,4631625
2042,both,48,4672890
2042,both,49,4696347
2042,both,50,4751028
2042,both,51,4773698
2042,both,52,4746984
2042,both,53,4582914
2042,both,54,4469121
2042,both,55,4386008
2042,both,56,4359325
2042,both,57,4324329
2042,both,58,4205937
2042,both,59,4233568
2042,both,60,4196267
2042,both,61,4109074
2042,both,62,4058020
2042,both,63,3865890
2042,both,64,3746773
2042,both,65,3664280
2042,both,66,3506461
2042,both,67,3506879
2042,both,68,3404056
2042,both,69,3405777
2042,both,70,3520199
2042,both,71,3672985
2042,both,72,3563695
2042,both,73,3377463
2042,both,74,3244797
2042,both,75,3190133
2042,both,76,3161114
2042,both,77,3198861
2042,both,78,3182431
2042,both,79,3086251
2042,both,80,2990414
2042,both,81,2868584
2042,both,82,2695439
2042,both,83,2516120
2042,both,84,2358910
2042,both,85,2175731
2042,both,86,1940268
2042,both,87,1754073
2042,both,88,1553267
2042,both,89,1353364
2042,both,90,1172274
2042,both,91,993314
2042,both,92,832355
2042,both,93,701629
2042,both,94,585159
2042,both,95,515927
2042,both,96,303519
2042,both,97,235836
2042,both,98,182031
2042,both,99,142813
2042,both,100,210946
2043,both,40,4756901
2043,both,41,4869144
2043,both,42,5116469
2043,both,43,5031379
2043,both,44,4831126
2043,both,45,4715418
2043,both,46,4633550
2043,both,47,4601071
2043,both,48,4625533
2043,both,49,4664311
2043,both,50,4685724
2043,both,51,4738696
2043,both,52,4760181
2043,both,53,4732643
2043,both,54,4568424
2043,both,55,4454033
2043,both,56,4370037
2043,both,57,4341878
2043,both,58,4305332
2043,both,59,4185830
2043,both,60,4211149
2043,both,61,4171704
2043,both,62,4082324
2043,both,63,4028436
2043,both,64,3834871
2043,both,65,3713654
2043,both,66,3628812
2043,both,67,3469639
2043,both,68,3466951
2043,both,69,3362009
2043,both,70,3359753
2043,both,71,3467856
2043,both,72,3612745
2043,both,73,3499379
2043,both,74,3310476
2043,both,75,3173865
2043,both,76,3113129
2043,both,77,3076485
2043,both,78,3103696
2043,both,79,3076935
2043,both,80,2971377
2043,both,81,2865034
2043,both,82,2733544
2043,both,83,2553146
2043,both,84,2367592
2043,both,85,2203762
2043,both,86,2017493
2043,both,87,1784488
2043,both,88,1598645
2043,both,89,1401530
2043,both,90,1207774
2043,both,91,1033567
2043,both,92,864342
2043,both,93,713905
2043,both,94,592424
2043,both,95,485719
2043,both,96,420386
2043,both,97,242513
2043,both,98,184492
2043,both,99,139221
2043,both,100,232187
2044,both,40,4815333
2044,both,41,4761463
2044,both,42,4872370
2044,both,43,5118338
2044,both,44,5032604
2044,both,45,4831556
2044,both,46,4714224
2044,both,47,4630220
2044,both,48,4595334
2044,both,49,4617427
2044,both,50,4654129
2044,both,51,4673997
2044,both,52,4725665
2044,both,53,4746169
2044,both,54,4717834
2044,both,55,4553232
2044,both,56,4438102
2044,both,57,4352937
2044,both,58,4323206
2044,both,59,4285041
2044,both,60,4164227
2044,both,61,4186998
2044,both,62,4144952
2044,both,63,4053139
2044,both,64,3996319
2044,both,65,3801354
2044,both,66,3678138
2044,both,67,3591067
2044,both,68,3430638
2044,both,69,3424538
2044,both,70,3317116
2044,both,71,3310416
2044,both,72,3411646
2044,both,73,3548088
2044,both,74,3430438
2044,both,75,3238711
2044,both,76,3097861
2044,both,77,3030498
2044,both,78,2985658
2044,both,79,3001578
2044,both,80,2963138
2044,both,81,2847603
2044,both,82,2730997
2044,both,83,2590099
2044,both,84,2403279
2044,both,85,2212759
2044,both,86,2044326
2044,both,87,1856307
2044,both,88,1627183
2044,both,89,1443241
2044,both,90,1251490
2044,both,91,1065569
2044,both,92,899944
2044,both,93,741909
2044,both,94,603284
2044,both,95,492195
2044,both,96,396189
2044,both,97,336161
2044,both,98,189902
2044,both,99,141254
2044,both,100,243432
2045,both,40,4807532
2045,both,41,4819988
2045,both,42,4765110
2045,both,43,4875014
2045,both,44,5119631
2045,both,45,5032783
2045,both,46,4830310
2045,both,47,4710917
2045,both,48,4624634
2045,both,49,4587591
2045,both,50,4607736
2045,both,51,4642855
2045,both,52,4661582
2045,both,53,4712149
2045,both,54,4731686
2045,both,55,4702305
2045,both,56,4537173
2045,both,57,4421032
2045,both,58,4334621
2045,both,59,4303250
2045,both,60,4263238
2045,both,61,4140923
2045,both,62,4160669
2045,both,63,4115743
2045,both,64,4021411
2045,both,65,3961615
2045,both,66,3765387
2045,both,67,3640309
2045,both,68,3551071
2045,both,69,3389177
2045,both,70,3379236
2045,both,71,3268940
2045,both,72,3257379
2045,both,73,3351269
2045,both,74,3478749
2045,both,75,3356567
2045,both,76,3161779
2045,both,77,3016257
2045,both,78,2941752
2045,both,79,2888126
2045,both,80,2891318
2045,both,81,2840444
2045,both,82,2715211
2045,both,83,2588545
2045,both,84,2438947
2045,both,85,2246950
2045,both,86,2053558
2045,both,87,1881832
2045,both,88,1693449
2045,both,89,1469800
2045,both,90,1289478
2045,both,91,1104839
2045,both,92,928452
2045,both,93,772994
2045,both,94,627468
2045,both,95,501654
2045,both,96,401857
2045,both,97,317160
2045,both,98,263477
2045,both,99,145545
2045,both,100,251677
2046,both,40,4866205
2046,both,41,4812383
2046,both,42,4823717
2046,both,43,4768169
2046,both,44,4877082
2046,both,45,5119866
2046,both,46,5031267
2046,both,47,4826930
2046,both,48,4705329
2046,both,49,4617041
2046,both,50,4578271
2046,both,51,4596959
2046,both,52,4630897
2046,both,53,4648693
2046,both,54,4698169
2046,both,55,4716482
2046,both,56,4685889
2046,both,57,4519964
2046,both,58,4402738
2046,both,59,4315030
2046,both,60,4281798
2046,both,61,4239721
2046,both,62,4115479
2046,both,63,4131884
2046,both,64,4083961
2046,both,65,3987084
2046,both,66,3924381
2046,both,67,3727056
2046,both,68,3600196
2046,both,69,3508529
2046,both,70,3344853
2046,both,71,3330597
2046,both,72,3217106
2046,both,73,3200359
2046,both,74,3286479
2046,both,75,3404420
2046,both,76,3277350
2046,both,77,3079129
2046,both,78,2928569
2046,both,79,2846388
2046,both,80,2782732
2046,both,81,2772364
2046,both,82,2709165
2046,both,83,2574419
2046,both,84,2438352
2046,both,85,2281204
2046,both,86,2086130
2046,both,87,1891212
2046,both,88,1717560
2046,both,89,1530424
2046,both,90,1313969
2046,both,91,1139076
2046,both,92,963333
2046,both,93,798083
2046,both,94,654230
2046,both,95,522221
2046,both,96,409960
2046,both,97,322025
2046,both,98,248865
2046,both,99,202141
2046,both,100,259659
2047,both,40,4956252
2047,both,41,4871150
2047,both,42,4816298
2047,both,43,4826855
2047,both,44,4770647
2047,both,45,4878096
2047,both,46,5118397
2047,both,47,5027584
2047,both,48,4821246
2047,both,49,4697725
2047,both,50,4607870
2047,both,51,4567878
2047,both,52,4585512
2047,both,53,4618475
2047,both,54,4635352
2047,both,55,4683480
2047,both,56,4700388
2047,both,57,4668297
2047,both,58,4501513
2047,both,59,4383164
2047,both,60,4293952
2047,both,61,4258633
2047,both,62,4214033
2047,both,63,4087620
2047,both,64,4100523
2047,both,65,4049545
2047,both,66,3950200
2047,both,67,3884700
2047,both,68,3686377
2047,both,69,3557501
2047,both,70,3463034
2047,both,71,3297217
2047,both,72,3278241
2047,both,73,3161346
2047,both,74,3139125
2047,both,75,3216980
2047,both,76,3324680
2047,both,77,3192225
2047,both,78,2990261
2047,both,79,2834285
2047,both,80,2743243
2047,both,81,2668939
2047,both,82,2645033
2047,both,83,2569492
2047,both,84,2425888
2047,both,85,2281510
2047,both,86,2118839
2047,both,87,1922050
2047,both,88,1726985
2047,both,89,1553012
2047,both,90,1368910
2047,both,91,1161430
2047,both,92,993844
2047,both,93,828671
2047,both,94,676000
2047,both,95,544918
2047,both,96,427177
2047,both,97,328836
2047,both,98,252953
2047,both,99,191149
2047,both,100,305341
2048,both,40,4982924
2048,both,41,4961243
2048,both,42,4875148
2048,both,43,4819619
2048,both,44,4829405
2048,both,45,4772076
2048,both,46,4877435
2048,both,47,5114746
2048,both,48,5021563
2048,both,49,4813528
2048,both,50,4688533
2048,both,51,4597631
2048,both,52,4556834
2048,both,53,4573613
2048,both,54,4605611
2048,both,55,4621315
2048,both,56,4667910
2048,both,57,4683121
2048,both,58,4649435
2048,both,59,4481762
2048,both,60,4362099
2048,both,61,4271180
2048,both,62,4233313
2048,both,63,4185889
2048,both,64,4057208
2048,both,65,4066514
2048,both,66,4012533
2048,both,67,3910839
2048,both,68,3842586
2048,both,69,3643051
2048,both,70,3511801
2048,both,71,3414120
2048,both,72,3245907
2048,both,73,3221891
2048,both,74,3101424
2048,both,75,3073411
2048,both,76,3142378
2048,both,77,3238953
2048,both,78,3100665
2048,both,79,2894648
2048,both,80,2732213
2048,both,81,2631786
2048,both,82,2547066
2048,both,83,2509498
2048,both,84,2422070
2048,both,85,2270674
2048,both,86,2119997
2048,both,87,1953082
2048,both,88,1755979
2048,both,89,1562381
2048,both,90,1389882
2048,both,91,1210706
2048,both,92,1014021
2048,both,93,855523
2048,both,94,702459
2048,both,95,563532
2048,both,96,446104
2048,both,97,342981
2048,both,98,258569
2048,both,99,194505
2048,both,100,327961
2049,both,40,4844985
2049,both,41,4988069
2049,both,42,4965276
2049,both,43,4878548
2049,both,44,4822348
2049,both,45,4830906
2049,both,46,4771835
2049,both,47,4874620
2049,both,48,5108746
2049,both,49,5013479
2049,both,50,4804213
2049,both,51,4678274
2049,both,52,4586737
2049,both,53,4545352
2049,both,54,4561288
2049,both,55,4592066
2049,both,56,4606408
2049,both,57,4651189
2049,both,58,4664592
2049,both,59,4629247
2049,both,60,4460506
2049,both,61,4339325
2049,both,62,4246253
2049,both,63,4205533
2049,both,64,4155153
2049,both,65,4024170
2049,both,66,4029897
2049,both,67,3973006
2049,both,68,3869015
2049,both,69,3797741
2049,both,70,3596656
2049,both,71,3462643
2049,both,72,3361422
2049,both,73,3190646
2049,both,74,3161308
2049,both,75,3037077
2049,both,76,3002827
2049,both,77,3062123
2049,both,78,3146695
2049,both,79,3002118
2049,both,80,2791063
2049,both,81,2621840
2049,both,82,2512354
2049,both,83,2417266
2049,both,84,2366354
2049,both,85,2267927
2049,both,86,2110766
2049,both,87,1955017
2049,both,88,1785213
2049,both,89,1589424
2049,both,90,1399081
2049,both,91,1229988
2049,both,92,1057713
2049,both,93,873512
2049,both,94,725768
2049,both,95,586072
2049,both,96,461761
2049,both,97,358495
2049,both,98,269973
2049,both,99,199035
2049,both,100,344256
2050,both,40,4777376
2050,both,41,4850543
2050,both,42,4992244
2050,both,43,4968712
2050,both,44,4881354
2050,both,45,4824026
2050,both,46,4830725
2050,both,47,4769451
2050,both,48,4869491
2050,both,49,5100670
2050,both,50,5003776
2050,both,51,4793823
2050,both,52,4667359
2050,both,53,4575416
2050,both,54,4533454
2050,both,55,4548291
2050,both,56,4577668
2050,both,57,4590369
2050,both,58,4633227
2050,both,59,4644748
2050,both,60,4607528
2050,both,61,4437520
2050,both,62,4314383
2050,both,63,4218877
2050,both,64,4175153
2050,both,65,4121736
2050,both,66,3988532
2050,both,67,3990740
2050,both,68,3930970
2050,both,69,3824423
2050,both,70,3749714
2050,both,71,3546734
2050,both,72,3409651
2050,both,73,3304637
2050,both,74,3131192
2050,both,75,3096223
2050,both,76,2967923
2050,both,77,2926836
2050,both,78,2975692
2050,both,79,3047348
2050,both,80,2895293
2050,both,81,2678971
2050,both,82,2503521
2050,both,83,2385085
2050,both,84,2280104
2050,both,85,2216603
2050,both,86,2109045
2050,both,87,1947340
2050,both,88,1787833
2050,both,89,1616740
2050,both,90,1424078
2050,both,91,1238900
2050,both,92,1075246
2050,both,93,911772
2050,both,94,741595
2050,both,95,606003
2050,both,96,480655
2050,both,97,371432
2050,both,98,282441
2050,both,99,208045
2050,both,100,357229
2051,both,40,4713597
2051,both,41,4783198
2051,both,42,4855126
2051,both,43,4995826
2051,both,44,4971543
2051,both,45,4883098
2051,both,46,4824029
2051,both,47,4828388
2051,both,48,4764765
2051,both,49,4862327
2051,both,50,5090964
2051,both,51,4992979
2051,both,52,4782779
2051,both,53,4656018
2051,both,54,4563687
2051,both,55,4520906
2051,both,56,4534462
2051,both,57,4562150
2051,both,58,4573120
2051,both,59,4613975
2051,both,60,4623386
2051,both,61,4584043
2051,both,62,4412337
2051,both,63,4286967
2051,both,64,4188896
2051,both,65,4142088
2051,both,66,4085656
2051,both,67,3950361
2051,both,68,3949049
2051,both,69,3886126
2051,both,70,3776622
2051,both,71,3698035
2051,both,72,3492898
2051,both,73,3352526
2051,both,74,3243524
2051,both,75,3067287
2051,both,76,3026243
2051,both,77,2893428
2051,both,78,2844941
2051,both,79,2882545
2051,both,80,2939585
2051,both,81,2779636
2051,both,82,2558749
2051,both,83,2377364
2051,both,84,2250522
2051,both,85,2136521
2051,both,86,2062167
2051,both,87,1946585
2051,both,88,1781642
2051,both,89,1619948
2051,both,90,1449383
2051,both,91,1261776
2051,both,92,1083756
2051,both,93,927520
2051,both,94,774645
2051,both,95,619724
2051,both,96,497423
2051,both,97,387002
2051,both,98,292927
2051,both,99,217868
2051,both,100,371513
2052,both,40,4688095
2052,both,41,4719662
2052,both,42,4788042
2052,both,43,4859111
2052,both,44,4998790
2052,both,45,4973307
2052,both,46,4883165
2052,both,47,4821871
2052,both,48,4823736
2052,both,49,4758061
2052,both,50,4853570
2052,both,51,5080162
2052,both,52,4981513
2052,both,53,4771308
2052,both,54,4644273
2052,both,55,4551317
2052,both,56,4507535
2052,both,57,4519532
2052,both,58,4545442
2052,both,59,4554606
2052,both,60,4593230
2052,both,61,4600268
2052,both,62,4558311
2052,both,63,4384649
2052,both,64,4256926
2052,both,65,4156221
2052,both,66,4106339
2052,both,67,4046989
2052,both,68,3909664
2052,both,69,3904529
2052,both,70,3838030
2052,both,71,3725140
2052,both,72,3642290
2052,both,73,3434840
2052,both,74,3291021
2052,both,75,3177803
2052,both,76,2998537
2052,both,77,2950824
2052,both,78,2813089
2052,both,79,2756616
2052,both,80,2781397
2052,both,81,2822839
2052,both,82,2655563
2052,both,83,2430517
2052,both,84,2243906
2052,both,85,2109580
2052,both,86,1988382
2052,both,87,1904168
2052,both,88,1781775
2052,both,89,1615145
2052,both,90,1453057
2052,both,91,1284983
2052,both,92,1104465
2052,both,93,935529
2052,both,94,788593
2052,both,95,647854
2052,both,96,509125
2052,both,97,400859
2052,both,98,305507
2052,both,99,226197
2052,both,100,387589
2053,both,40,4698341
2053,both,41,4694339
2053,both,42,4724743
2053,both,43,4792291
2053,both,44,4862485
2053,both,45,5000684
2053,both,46,4973386
2053,both,47,4881066
2053,both,48,4817392
2053,both,49,4817061
2053,both,50,4749781
2053,both,51,4843760
2053,both,52,5068703
2053,both,53,4969615
2053,both,54,4759430
2053,both,55,4631884
2053,both,56,4538124
2053,both,57,4493082
2053,both,58,4503438
2053,both,59,4527492
2053,both,60,4534634
2053,both,61,4570755
2053,both,62,4574918
2053,both,63,4530021
2053,both,64,4354282
2053,both,65,4224153
2053,both,66,4120850
2053,both,67,4067977
2053,both,68,4005722
2053,both,69,3866147
2053,both,70,3856723
2053,both,71,3786198
2053,both,72,3669563
2053,both,73,3582168
2053,both,74,3372300
2053,both,75,3224850
2053,both,76,3107076
2053,both,77,2924400
2053,both,78,2869452
2053,both,79,2726391
2053,both,80,2660616
2053,both,81,2671730
2053,both,82,2697560
2053,both,83,2523179
2053,both,84,2294788
2053,both,85,2104034
2053,both,86,1964094
2053,both,87,1836762
2053,both,88,1743786
2053,both,89,1616074
2053,both,90,1449527
2053,both,91,1289001
2053,both,92,1125514
2053,both,93,954042
2053,both,94,796008
2053,both,95,660027
2053,both,96,532683
2053,both,97,410669
2053,both,98,316748
2053,both,99,236151
2053,both,100,403953
2054,both,40,4728588
2054,both,41,4704687
2054,both,42,4699584
2054,both,43,4729231
2054,both,44,4795931
2054,both,45,4864798
2054,both,46,5000894
2054,both,47,4971287
2054,both,48,4876636
2054,both,49,4810897
2054,both,50,4808813
2054,both,51,4740466
2054,both,52,4833321
2054,both,53,5056811
2054,both,54,4957293
2054,both,55,4746902
2054,both,56,4618663
2054,both,57,4523857
2054,both,58,4477481
2054,both,59,4486126
2054,both,60,4508110
2054,both,61,4512965
2054,both,62,4546073
2054,both,63,4547004
2054,both,64,4498985
2054,both,65,4321138
2054,both,66,4188644
2054,both,67,4082848
2054,both,68,4026994
2054,both,69,3961573
2054,both,70,3819367
2054,both,71,3805172
2054,both,72,3730225
2054,both,73,3609584
2054,both,74,3517392
2054,both,75,3304995
2054,both,76,3153599
2054,both,77,3030779
2054,both,78,2844365
2054,both,79,2781589
2054,both,80,2632074
2054,both,81,2556432
2054,both,82,2553964
2054,both,83,2563840
2054,both,84,2383006
2054,both,85,2152468
2054,both,86,1959596
2054,both,87,1815100
2054,both,88,1682770
2054,both,89,1582436
2054,both,90,1451143
2054,both,91,1286611
2054,both,92,1129744
2054,both,93,972909
2054,both,94,812339
2054,both,95,666776
2054,both,96,543141
2054,both,97,430055
2054,both,98,324815
2054,both,99,245085
2054,both,100,421715
2055,both,40,4756793
2055,both,41,4735007
2055,both,42,4710038
2055,both,43,4704246
2055,both,44,4733107
2055,both,45,4798513
2055,both,46,4865441
2055,both,47,4998920
2055,both,48,4966838
2055,both,49,4870182
2055,both,50,4802828
2055,both,51,4799528
2055,both,52,4730547
2055,both,53,4822490
2055,both,54,5044498
2055,both,55,4944306
2055,both,56,4733530
2055,both,57,4604356
2055,both,58,4508439
2055,both,59,4460685
2055,both,60,4467412
2055,both,61,4487059
2055,both,62,4489128
2055,both,63,4518849
2055,both,64,4516351
2055,both,65,4465094
2055,both,66,4285199
2055,both,67,4150460
2055,both,68,4042209
2055,both,69,3983107
2055,both,70,3914080
2055,both,71,3768864
2055,both,72,3749464
2055,both,73,3669794
2055,both,74,3544920
2055,both,75,3447664
2055,both,76,3232502
2055,both,77,3076697
2055,both,78,2948372
2055,both,79,2757899
2055,both,80,2685948
2055,both,81,2529647
2055,both,82,2444495
2055,both,83,2428169
2055,both,84,2422187
2055,both,85,2235969
2055,both,86,2005444
2055,both,87,1811617
2055,both,88,1663687
2055,both,89,1527761
2055,both,90,1421718
2055,both,91,1288787
2055,both,92,1128348
2055,both,93,977219
2055,both,94,829021
2055,both,95,680970
2055,both,96,549165
2055,both,97,438880
2055,both,98,340472
2055,both,99,251586
2055,both,100,439692
2056,both,40,4739413
2056,both,41,4763272
2056,both,42,4740426
2056,both,43,4714802
2056,both,44,4708297
2056,both,45,4735932
2056,both,46,4799433
2056,both,47,4863918
2056,both,48,4994595
2056,both,49,4960361
2056,both,50,4862148
2056,both,51,4793736
2056,both,52,4789646
2056,both,53,4720265
2056,both,54,4811285
2056,both,55,5031518
2056,both,56,4930446
2056,both,57,4719061
2056,both,58,4588900
2056,both,59,4491840
2056,both,60,4442515
2056,both,61,4447060
2056,both,62,4463864
2056,both,63,4462791
2056,both,64,4488898
2056,both,65,4482832
2056,both,66,4428340
2056,both,67,4246525
2056,both,68,4109586
2056,both,69,3998643
2056,both,70,3935854
2056,both,71,3862781
2056,both,72,3714252
2056,both,73,3689288
2056,both,74,3604616
2056,both,75,3475280
2056,both,76,3372531
2056,both,77,3154224
2056,both,78,2993592
2056,both,79,2859314
2056,both,80,2663694
2056,both,81,2582019
2056,both,82,2419542
2056,both,83,2324856
2056,both,84,2294828
2056,both,85,2273526
2056,both,86,2084000
2056,both,87,1854737
2056,both,88,1661168
2056,both,89,1511173
2056,both,90,1373267
2056,both,91,1263397
2056,both,92,1130953
2056,both,93,976655
2056,both,94,833289
2056,both,95,695507
2056,both,96,561297
2056,both,97,444149
2056,both,98,347780
2056,both,99,263978
2056,both,100,455990
2057,both,40,4656064
2057,both,41,4745999
2057,both,42,4768752
2057,both,43,4745264
2057,both,44,4718953
2057,both,45,4711301
2057,both,46,4737100
2057,both,47,4798192
2057,both,48,4860060
2057,both,49,4988241
2057,both,50,4952298
2057,both,51,4853093
2057,both,52,4784059
2057,both,53,4779404
2057,both,54,4709636
2057,both,55,4799459
2057,both,56,5017663
2057,both,57,4915464
2057,both,58,4703429
2057,both,59,4572253
2057,both,60,4473870
